Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,Furnishing_Fully Furnished,Furnishing_Semi Furnished,Furnishing_Unfurnished
18000,28,1,1,1,1,0,0,4.5,152,0,1,0,0,1,0,0,1
18000,20,1,1,1,1,0,0,5,6,0,1,1,0,1,0,0,1
18000,21,0,1,1,1,0,1,4.5,152,0,0,0,0,1,0,0,1
18000,24,1,1,1,1,0,0,4,3,1,0,0,1,1,0,0,1
18000,28,1,1,1,1,0,1,4.3,192,1,0,0,0,1,0,0,1
18000,21,0,1,1,1,0,0,4.3,66.5,1,1,0,0,1,0,0,1
18000,29,0,1,1,1,0,0,4.1,83,1,0,0,1,1,0,0,1
18000,23,1,1,1,1,0,0,4,23,1,0,1,0,0,0,0,1
18000,25,0,1,1,1,0,0,4.4,165,0,1,1,1,1,0,0,1
18000,30,1,1,1,1,0,0,3.7,23,0,0,0,0,1,0,0,1
18000,25,0,1,1,1,0,0,4.3,54,1,0,1,0,0,0,0,1
18000,26,1,1,1,1,0,0,4.2,9,1,1,1,0,1,0,0,1
18000,29,0,1,1,1,0,0,4.3,66.5,1,0,0,0,0,0,0,1
18000,20,0,1,1,1,0,0,4.6,16,1,0,1,1,1,0,0,1
18000,30,1,1,1,1,0,0,4.3,88,0,1,1,0,1,0,0,1
18000,22,0,1,1,1,0,0,4.5,103,1,0,1,0,1,0,0,1
18000,28,0,1,1,1,0,1,4.2,21,1,1,0,1,1,0,0,1
18000,30,1,1,1,1,0,0,4.5,75,1,0,0,1,1,0,0,1
18000,25,0,1,1,1,0,1,4.3,66.5,0,1,1,0,1,0,0,1
18000,24,0,1,1,1,0,0,4.3,66.5,1,0,0,1,1,0,0,1
18000,22,1,1,1,1,0,1,4.3,66.5,0,0,0,1,1,0,0,1
18000,24,0,1,1,1,0,0,4.3,396,1,0,0,0,0,0,0,1
18000,26,1,1,1,1,0,1,4.3,66.5,0,0,1,1,0,0,0,1
18000,29,0,1,1,1,0,1,4.3,66.5,1,0,0,0,0,0,0,1
18000,28,1,1,1,1,0,0,4.3,66.5,1,1,1,1,1,0,0,1
18000,24,0,1,1,1,0,1,4.3,66.5,1,0,0,0,0,0,0,1
18000,22,0,1,1,1,0,1,4,23,0,0,1,0,1,0,0,1
18000,28,0,1,1,1,0,1,4.6,1872,0,0,0,1,0,0,0,1
18000,22,0,1,1,1,0,1,4.3,66.5,1,1,0,1,1,0,0,1
18000,29,0,1,1,1,0,1,4.5,152,0,0,1,1,1,0,0,1
18000,22,0,1,1,1,0,1,4.6,16,1,1,1,1,1,0,0,1
18000,27,0,1,1,1,0,1,4.3,94,1,1,1,0,0,0,0,1
18000,28,0,1,1,1,0,0,3.6,20,1,1,1,1,1,0,0,1
18000,28,1,1,1,1,0,0,4,23,1,1,1,0,0,0,0,1
18000,24,1,1,1,1,0,1,4,23,0,1,1,1,1,0,0,1
18000,21,0,1,1,1,0,0,5,2,0,0,0,1,0,0,0,1
18000,24,1,1,1,1,0,0,4,23,0,1,0,1,1,0,0,1
18000,23,0,1,1,1,0,1,4.2,185,1,1,0,0,0,0,0,1
18000,21,1,1,1,1,0,1,4,3,0,0,1,1,1,0,0,1
18000,23,0,1,1,1,0,1,4.3,396,1,1,1,1,1,0,0,1
18000,20,0,1,1,1,0,1,5,6,0,1,1,0,0,0,0,1
18000,24,0,1,1,1,0,0,4.7,26,0,1,1,0,0,0,0,1
18000,25,0,1,1,1,0,0,4.6,1872,1,0,0,0,1,0,0,1
18000,25,0,1,1,1,0,0,4,23,1,0,1,0,1,0,0,1
18000,23,1,1,1,1,0,0,5,6,1,1,0,0,1,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,1,0,0,1,0,0,0,1
18000,27,1,1,1,1,0,1,5,2,1,0,1,1,1,0,0,1
18000,29,1,1,1,1,0,1,4.7,185,1,0,0,0,1,0,0,1
18000,20,0,1,1,1,0,0,4.3,66.5,1,0,0,1,0,0,0,1
18000,25,0,1,1,1,0,1,4.3,32,0,1,0,0,1,0,0,1
18000,30,0,1,1,1,0,1,4.3,66.5,1,0,0,0,0,0,0,1
18000,21,0,1,1,1,0,1,4.5,117,0,1,0,0,1,0,0,1
18000,30,1,1,1,1,0,1,4,136,1,0,0,1,1,0,0,1
18000,30,1,1,1,1,0,1,4.3,396,1,0,1,1,1,0,0,1
18000,23,0,1,1,1,0,1,4.5,152,0,0,1,1,1,0,0,1
18000,23,1,1,1,1,0,0,5,2,0,0,1,0,1,0,0,1
18000,23,0,1,1,1,0,1,4.1,16,1,0,1,0,0,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,0,0,0,0,0,0,0,1
18000,28,1,1,1,1,0,0,4.3,396,1,0,0,1,0,0,0,1
18000,23,0,1,1,1,0,0,4.2,301,1,1,1,0,0,0,0,1
18000,20,1,1,1,1,0,0,5,2,0,0,0,1,1,0,0,1
18000,20,0,1,1,1,0,1,3.9,10,0,1,0,1,1,0,0,1
18000,25,1,1,1,1,0,1,4.3,66.5,0,1,1,0,1,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
18000,23,1,1,1,1,0,0,4.3,66.5,0,0,0,0,0,0,0,1
18000,30,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
18000,30,0,1,1,1,0,0,4.6,16,1,0,1,1,1,0,0,1
18000,20,1,1,1,1,0,1,4.3,66.5,1,0,0,1,0,0,0,1
18000,23,1,1,1,1,0,1,4.3,66.5,1,0,1,0,1,0,0,1
18000,30,1,1,1,1,0,1,4.3,66.5,1,1,0,1,0,0,0,1
18000,23,0,1,1,1,0,1,4.6,18,1,0,0,0,0,0,0,1
18000,28,0,1,1,1,0,1,4.5,251,0,0,0,0,1,0,0,1
18000,20,1,1,1,1,0,1,4.4,77,0,0,0,0,0,0,0,1
18000,26,1,1,1,1,0,1,4.3,66.5,1,1,0,1,0,0,0,1
18000,21,1,1,1,1,0,0,4,3,0,1,0,0,1,0,0,1
18000,24,0,1,1,1,0,1,4.1,83,0,1,1,0,1,0,0,1
18000,21,1,1,1,1,0,1,4.3,66.5,0,1,0,1,0,0,0,1
18000,30,0,1,1,1,0,0,3.9,87,1,1,1,1,1,0,0,1
18000,22,0,1,1,1,0,1,4.3,86,0,1,1,1,0,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,0,0,0,1,0,0,0,1
18000,24,1,1,1,1,0,1,3.7,124,0,1,0,0,1,0,0,1
18000,30,1,1,1,1,0,1,4.3,86,0,0,0,0,0,0,0,1
18000,24,0,1,1,1,0,0,4.2,33,0,0,1,0,1,0,0,1
18000,27,0,1,1,1,0,0,3.4,46,0,1,1,0,0,0,0,1
18000,23,1,1,1,1,0,0,4.3,66.5,1,1,1,1,0,0,0,1
18000,20,1,1,1,1,0,0,4.2,85,0,0,1,1,0,0,0,1
18000,30,0,1,1,1,0,0,4.3,66.5,0,1,1,0,0,0,0,1
18000,26,0,1,1,1,0,1,4.4,108,1,1,0,1,1,0,0,1
18000,28,1,1,1,1,0,1,4.3,396,1,1,0,0,1,0,0,1
18000,28,0,1,1,1,0,1,4.3,396,1,0,1,0,0,0,0,1
18000,30,1,1,1,1,0,1,4.5,251,0,0,1,1,0,0,0,1
18000,23,0,1,1,1,0,1,4.3,66.5,0,0,1,0,0,0,0,1
18000,29,0,1,1,1,0,1,4.5,36355,0,0,0,0,0,0,0,1
18000,30,0,1,1,1,0,1,4.6,16,1,1,1,1,1,0,0,1
18000,23,1,1,1,1,0,0,4.2,85,0,0,1,0,1,0,0,1
18000,22,1,1,1,1,0,0,3.9,87,1,1,0,0,0,0,0,1
18000,24,0,1,1,1,0,1,4.3,66.5,1,1,1,0,0,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,1,0,0,0,0,0,0,1
18000,22,1,1,1,1,0,0,4.3,66.5,1,1,0,1,1,0,0,1
18000,27,0,1,1,1,0,1,4.3,66.5,0,0,1,1,0,0,0,1
18000,20,1,1,1,1,0,1,4,23,0,0,1,1,0,0,0,1
18000,25,1,1,1,1,0,1,4.3,396,1,1,1,0,0,0,0,1
18000,30,1,1,1,1,0,1,4.3,66.5,0,0,1,0,1,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,0,1,0,1,1,0,0,1
18000,29,0,1,1,1,0,0,4.3,66.5,0,0,0,1,0,0,0,1
18000,26,1,1,1,1,0,1,5,3,0,1,1,1,0,0,0,1
18000,29,0,1,1,1,0,1,4.3,66.5,1,0,1,0,1,0,0,1
18000,22,1,1,1,1,0,1,3.9,87,0,0,0,0,0,0,0,1
18000,28,1,1,1,1,0,1,5,5,1,0,0,1,1,0,0,1
18000,27,1,1,1,1,0,1,4,1,0,0,0,1,1,0,0,1
18000,23,1,1,1,1,0,0,4.3,66.5,1,1,1,0,0,0,0,1
18000,24,0,1,1,1,0,1,4.3,66.5,0,1,0,0,0,0,0,1
18000,24,0,1,1,1,0,1,3.6,19,0,0,0,0,0,0,0,1
18000,25,1,1,1,1,0,0,4,3,1,0,0,0,0,0,0,1
18000,21,1,1,1,1,0,1,4.3,66.5,1,1,1,1,1,0,0,1
18000,26,0,1,1,1,0,1,4.3,66.5,0,1,0,0,1,0,0,1
18000,23,0,1,1,1,0,0,3.5,101,0,1,1,0,0,0,0,1
18000,29,1,1,1,1,0,0,4.6,16,1,1,1,0,1,0,0,1
18000,26,1,1,1,1,0,1,4.2,301,1,0,1,0,0,0,0,1
18000,27,0,1,1,1,0,0,4.3,66.5,0,0,1,0,0,0,0,1
18000,30,1,1,1,1,0,0,5,2,1,0,1,0,0,0,0,1
18000,28,1,1,1,1,0,1,4.3,66.5,1,1,0,1,0,0,0,1
18000,27,1,1,1,1,0,1,4.1,19,1,0,0,1,1,0,0,1
18500,28,0,1,1,1,0,1,4.1,19,1,0,1,1,0,0,0,1
18500,22,0,1,1,1,0,1,4.3,66.5,1,0,0,0,0,0,0,1
19000,29,0,1,1,1,0,1,4.4,165,0,1,1,0,1,0,0,1
19000,27,0,1,1,1,0,1,4.4,120,0,1,0,1,1,0,0,1
19000,30,1,1,1,1,0,0,3.5,101,1,0,1,0,1,0,0,1
19000,26,0,1,1,1,0,0,4.5,152,0,1,0,1,1,0,0,1
19000,25,0,1,1,1,0,0,4.3,396,1,0,1,0,1,0,0,1
19000,22,1,1,1,1,0,0,4.3,66.5,1,1,0,1,1,0,0,1
19000,25,1,1,1,1,0,0,5,2,1,1,1,1,1,0,0,1
19000,24,0,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
19000,28,0,1,1,1,0,1,4.7,16,0,1,0,1,0,0,0,1
19000,21,1,1,1,1,0,0,4.6,16,0,1,0,1,0,0,0,1
19000,20,0,1,1,1,0,1,3.9,58,0,0,1,0,0,0,0,1
19000,27,0,1,1,1,0,0,4.4,120,0,0,1,1,0,0,0,1
19000,24,1,1,1,1,0,1,3.7,107,1,0,0,0,0,0,0,1
19000,20,0,1,1,1,0,0,4,3,0,0,0,1,1,0,0,1
19000,29,0,1,1,1,0,1,4.2,85,1,1,1,1,0,0,0,1
19000,22,1,1,1,1,0,1,4.3,66.5,1,1,1,1,0,0,0,1
19000,25,1,1,1,1,0,1,4.3,66.5,0,1,1,0,0,0,0,1
19000,20,0,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
19000,30,1,1,1,1,0,1,3.9,58,0,1,1,0,1,0,0,1
19000,27,0,1,1,1,0,1,4,3,1,0,1,1,1,0,0,1
19000,25,1,1,1,1,0,0,3,1,1,1,0,0,1,0,0,1
19000,21,0,1,1,1,0,1,4.4,265,0,1,0,1,0,0,0,1
19000,30,1,1,1,1,0,1,4.5,152,1,0,1,0,1,0,0,1
19000,24,0,1,1,1,0,0,4.5,13,1,0,1,1,1,0,0,1
19000,29,1,1,1,1,0,0,4.3,192,0,0,0,0,1,0,0,1
19000,26,0,1,1,1,0,1,4.4,77,1,1,0,0,1,0,0,1
19000,29,0,1,1,1,0,1,4,3,1,1,0,1,0,0,0,1
19500,26,1,1,1,1,0,0,5,6,1,1,0,0,1,0,0,1
19500,29,1,1,1,1,0,0,4.5,839,0,0,1,1,0,0,0,1
19500,25,0,1,1,1,0,1,4.3,66.5,0,1,1,0,1,0,0,1
20000,27,1,1,1,1,0,1,4.6,18,1,1,1,0,0,0,0,1
20000,33,2,1,1,1,0,1,4.5,152,1,1,0,1,1,0,0,1
20000,30,2,1,1,1,0,0,4.2,85,1,1,1,0,1,0,0,1
20000,32,2,1,1,1,0,0,4.5,6377,1,1,1,0,1,0,0,1
20000,28,2,1,1,1,0,0,4.5,152,1,0,1,1,0,0,0,1
20000,29,1,1,1,1,0,1,4.5,152,1,0,0,1,1,0,0,1
20000,30,2,1,1,1,0,1,4.2,85,1,0,0,1,0,0,0,1
20000,26,1,1,1,1,0,0,3.9,87,1,1,1,0,0,0,0,1
20000,25,1,1,1,1,0,1,4.1,254,1,1,0,1,1,0,0,1
20000,33,1,1,1,1,0,1,4.4,120,1,0,0,0,1,0,0,1
20000,30,2,1,1,1,0,0,5,6,1,1,1,0,1,0,0,1
20000,27,2,1,1,1,0,1,4.2,85,1,0,0,0,1,0,0,1
20000,32,1,1,1,1,0,0,3.9,87,1,1,1,1,1,0,0,1
20000,25,2,1,1,1,0,0,4,136,1,0,1,0,0,0,0,1
20000,25,2,1,1,1,0,0,5,2,1,1,1,0,0,0,0,1
20000,25,1,1,1,1,0,1,4.6,1872,1,1,0,1,1,0,0,1
20000,25,1,1,1,1,0,1,4.2,85,1,0,1,1,0,0,0,1
20000,25,1,1,1,1,0,0,4.3,66.5,1,1,0,0,0,0,0,1
20000,31,1,1,1,1,0,0,4.5,75,1,0,0,0,0,0,0,1
20000,32,2,1,1,1,0,1,4.4,77,1,0,0,0,1,0,0,1
20000,25,2,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
20000,26,2,1,1,1,0,0,4.3,66.5,1,1,1,1,0,0,0,1
20000,33,1,1,1,1,0,1,4.4,77,1,1,1,1,1,0,0,1
20000,34,1,1,1,1,0,1,4.3,396,1,0,0,1,0,0,0,1
20000,26,2,1,1,1,0,0,4.5,152,1,0,1,1,1,0,0,1
20000,31,2,1,1,1,0,1,4.4,165,1,0,1,0,0,0,0,1
20000,30,2,1,1,1,0,1,4.3,66.5,1,1,1,1,0,0,0,1
20000,31,2,1,1,1,0,0,5,5,1,1,0,1,1,0,0,1
20000,35,1,1,1,1,0,1,4.4,77,1,1,1,0,0,0,0,1
20000,30,2,1,1,1,0,1,4.2,301,1,0,0,0,1,0,0,1
20000,33,1,1,1,1,0,0,4.4,77,1,0,1,1,1,0,0,1
20000,32,1,1,1,1,0,1,4.4,165,1,1,1,1,0,0,0,1
20000,32,1,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
20000,29,1,1,1,1,0,1,4.5,75,1,0,0,0,0,0,0,1
20000,34,2,1,1,1,0,0,4.4,77,1,1,1,0,1,0,0,1
20000,30,2,1,1,1,0,0,4.5,152,1,1,1,1,0,0,0,1
20000,28,1,1,1,1,0,0,4,23,1,0,0,1,1,0,0,1
20000,29,2,1,1,1,0,0,4.1,140,1,0,0,1,1,0,0,1
20000,26,2,1,1,1,0,1,4.2,1574,1,1,1,0,1,0,0,1
20000,33,2,1,1,1,0,0,5,6,1,1,1,0,0,0,0,1
20000,32,2,1,1,1,0,0,4.3,65,1,0,0,0,1,0,0,1
20000,27,2,1,1,1,0,1,4.5,839,1,0,1,1,0,0,0,1
20000,27,1,1,1,1,0,0,4.5,13607,1,0,1,1,1,0,0,1
20000,29,1,1,1,1,0,0,4.5,13607,1,1,1,0,0,0,0,1
20000,31,1,1,1,1,0,0,4.5,152,1,1,1,1,0,0,0,1
20000,33,2,1,1,1,0,0,4,23,1,1,0,0,0,0,0,1
20000,26,2,1,1,1,0,0,4,23,1,1,1,1,0,0,0,1
20000,32,2,1,1,1,0,1,4.7,3,1,0,0,0,0,0,0,1
20000,34,2,1,1,1,0,1,4,23,1,1,1,0,1,0,0,1
20000,34,1,1,1,1,0,0,4.3,66.5,1,1,0,1,0,0,0,1
20000,33,2,1,1,1,0,1,4.4,34,1,0,1,1,0,0,0,1
20000,31,2,1,1,1,0,1,4.3,66.5,1,0,1,1,1,0,0,1
20000,34,1,1,1,1,0,0,3.9,87,1,0,1,0,1,0,0,1
20000,29,1,1,1,1,0,1,4.1,83,1,1,1,0,1,0,0,1
20000,29,2,1,1,1,0,0,4.3,66.5,1,0,1,0,0,0,0,1
20000,29,2,1,1,1,0,1,4.4,11,1,0,0,1,1,0,0,1
20000,33,2,1,1,1,0,0,4.3,66.5,1,1,0,0,0,0,0,1
20000,30,2,1,1,1,0,1,4.4,297,1,1,1,1,0,0,0,1
20000,35,1,1,1,1,0,0,4.2,26,1,1,1,0,0,0,0,1
20000,32,2,1,1,1,0,0,4.2,185,1,1,0,1,1,0,0,1
20000,29,1,1,1,1,0,1,4.4,165,1,0,1,0,0,0,0,1
20000,35,1,1,1,1,0,1,4.4,34,1,0,1,0,1,0,0,1
20000,32,2,1,1,1,0,0,4.4,165,1,1,0,0,1,0,0,1
20000,28,2,1,1,1,0,1,4.3,66.5,1,0,1,1,0,0,0,1
20000,30,1,1,1,1,0,0,4.7,3,1,1,0,0,1,0,0,1
20000,29,1,1,1,1,0,0,4.3,66.5,1,1,0,0,0,0,0,1
20000,33,2,1,1,1,0,0,4.3,375,1,1,0,1,1,0,0,1
20000,30,1,1,1,1,0,1,5,2,1,0,0,0,0,0,0,1
20000,34,1,1,1,1,0,0,4.3,11,1,1,0,1,0,0,0,1
20000,26,1,1,1,1,0,0,4.5,251,1,0,0,1,1,0,0,1
20000,33,2,1,1,1,0,0,4.3,66.5,1,0,0,0,0,0,0,1
20000,25,1,1,1,1,0,1,4.4,63,1,1,0,1,1,0,0,1
20000,32,1,1,1,1,0,1,4.3,66.5,1,0,1,1,1,0,0,1
20000,28,2,1,1,1,0,1,4,136,1,1,0,1,0,0,0,1
20000,26,2,1,1,1,0,0,4.4,37,1,1,0,1,0,0,0,1
20000,25,1,1,1,1,0,0,4.3,66.5,1,1,1,0,1,0,0,1
20000,29,2,1,1,1,0,1,4.7,16,1,0,1,1,0,0,0,1
20000,35,1,1,1,1,0,0,4.3,66.5,1,1,0,0,0,0,0,1
20000,35,1,1,1,1,0,0,4,3,1,0,1,1,1,0,0,1
20000,33,2,1,1,1,0,0,4.4,126,1,0,1,0,0,0,0,1
20000,31,2,1,1,1,0,1,4.3,66.5,1,1,1,0,1,0,0,1
20000,30,1,1,1,1,0,0,4.5,250,1,0,0,0,0,0,0,1
20000,25,1,1,1,1,0,1,4.5,152,1,0,1,0,1,0,0,1
20000,34,1,1,1,1,0,1,4.5,348,1,0,1,1,1,0,0,1
20000,33,2,1,1,1,0,1,4.5,839,1,1,0,1,0,0,0,1
20000,29,1,1,1,1,0,1,4,3,1,1,0,0,1,0,0,1
20000,33,1,1,1,1,0,1,3.8,65,1,0,1,1,0,0,0,1
20000,35,2,1,1,1,0,0,4.3,66.5,1,0,1,1,0,0,0,1
20000,32,1,1,1,1,0,0,4.3,86,1,1,1,0,1,0,0,1
20000,28,2,1,1,1,0,1,4.3,66.5,1,1,1,0,1,0,0,1
20000,31,2,1,1,1,0,0,5,4,1,0,1,0,1,0,0,1
20000,35,1,1,1,1,0,0,4.4,125,1,1,0,1,1,0,0,1
20000,29,2,1,1,1,0,1,4.6,54,1,0,1,0,1,0,0,1
20000,27,2,1,1,1,0,1,4.2,301,1,0,1,0,1,0,0,1
20000,30,2,1,1,1,0,1,4.3,396,1,0,1,0,1,0,0,1
20000,26,1,1,1,1,0,0,4,23,1,0,0,1,0,0,0,1
20000,34,1,1,1,1,0,0,4,23,1,0,1,1,0,0,0,1
20000,28,1,1,1,1,0,0,4.3,66.5,1,0,0,1,0,0,0,1
20000,33,1,1,1,1,0,0,4.3,66.5,1,1,1,1,0,0,0,1
20000,35,2,1,1,1,0,1,4,3,1,0,1,1,1,0,0,1
20000,27,2,1,1,1,0,1,4,3,1,0,0,1,1,0,0,1
20000,34,2,1,1,1,0,1,4.3,66.5,1,0,1,0,0,0,0,1
20000,35,1,1,1,1,0,0,4.3,66.5,1,1,1,0,0,0,0,1
20000,27,2,1,1,1,0,0,4.1,304,1,1,1,0,1,0,0,1
20000,28,2,1,1,1,0,1,3.9,87,1,0,1,1,0,0,0,1
20000,26,2,1,1,1,0,1,2.2,9,1,0,0,0,0,0,0,1
20000,32,1,1,1,1,0,1,4.3,66.5,1,1,1,0,0,0,0,1
20000,25,1,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
20000,28,2,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
20000,29,1,1,1,1,0,0,4.3,66.5,1,1,0,0,0,0,0,1
20000,32,2,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
20000,29,1,1,1,1,0,1,4.3,11,1,0,0,0,1,0,0,1
20000,26,1,1,1,1,0,0,4.3,66.5,1,0,1,0,0,0,0,1
20000,35,1,1,1,1,0,0,4.3,66.5,1,1,0,0,1,0,0,1
20000,33,1,1,1,1,0,1,4.3,66.5,1,0,1,1,1,0,0,1
20000,28,2,1,1,1,0,0,4.2,85,1,1,0,1,1,0,0,1
20000,29,2,1,1,1,0,1,4.3,66.5,1,0,0,0,0,0,0,1
20000,35,1,1,1,1,0,0,4.7,185,1,1,0,0,1,0,0,1
20000,30,2,1,1,1,0,1,4.3,66.5,1,0,1,0,0,0,0,1
20000,29,2,1,1,1,0,0,4.5,103,1,0,1,1,0,0,0,1
20000,29,1,1,1,1,0,1,4.3,66.5,1,0,0,1,1,0,0,1
20000,35,2,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
20000,29,2,1,1,1,0,1,5,2,1,0,1,1,0,0,0,1
20000,34,1,1,1,1,0,0,4.5,13,1,0,0,0,0,0,0,1
20000,32,1,1,1,1,0,1,4.4,77,1,1,0,1,0,0,0,1
20000,31,2,1,1,1,0,1,4.3,66.5,1,1,1,1,0,0,0,1
20000,28,2,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
20000,28,2,1,1,1,0,1,4.3,86,1,1,1,0,1,0,0,1
20000,32,2,1,1,1,0,0,4.3,66.5,1,1,0,1,0,0,0,1
20000,33,1,1,1,1,0,1,4.2,85,1,1,0,0,0,0,0,1
20000,26,2,1,1,1,0,0,4.3,66.5,1,1,1,0,1,0,0,1
20000,31,2,1,1,1,0,0,4.3,66.5,1,1,0,0,0,0,0,1
20000,29,2,1,1,1,0,1,4,3,1,1,1,0,0,0,0,1
20000,28,2,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
20000,30,2,1,1,1,0,1,4.3,66.5,1,1,1,1,1,0,0,1
20000,31,2,1,1,1,0,1,4.3,66.5,1,1,0,1,0,0,0,1
20000,29,2,1,1,1,0,0,4.3,66.5,1,1,0,1,1,0,0,1
20000,33,2,1,1,1,0,1,4.3,66.5,1,0,1,0,0,0,0,1
20000,28,2,1,1,1,0,0,4.3,66.5,1,1,1,1,1,0,0,1
20000,27,1,1,1,1,0,1,4.2,85,1,1,1,0,0,0,0,1
20000,31,1,1,1,1,0,0,4.3,396,1,0,0,0,1,0,0,1
20000,29,1,1,1,1,0,0,4.3,66.5,1,0,1,0,1,0,0,1
20000,31,2,1,1,1,0,0,4.3,396,1,1,1,0,0,0,0,1
20000,26,2,1,1,1,0,0,4.3,66.5,1,0,1,1,0,0,0,1
20000,30,1,1,1,1,0,0,4.3,86,1,0,1,1,1,0,0,1
20000,32,1,1,1,1,0,0,4,3,1,0,1,0,1,0,0,1
20000,26,2,1,1,1,0,1,4.6,54,1,1,1,1,0,0,0,1
20000,34,1,1,1,1,0,1,4.3,66.5,1,1,1,1,1,0,0,1
20000,35,1,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
20000,29,2,1,1,1,0,1,4.3,66.5,1,1,0,1,0,0,0,1
20000,29,2,1,1,1,0,1,4,23,1,1,0,0,0,0,0,1
20000,35,1,1,1,1,0,1,4.3,66.5,1,1,0,1,0,0,0,1
20000,32,1,1,1,1,0,1,4.3,66.5,1,1,1,1,1,0,0,1
20000,33,1,1,1,1,0,1,4.3,66.5,1,0,1,1,0,0,0,1
20000,32,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
21000,35,1,1,1,1,0,1,5,6,1,0,0,0,1,0,0,1
21000,29,2,1,1,1,0,0,5,5,1,0,0,1,1,0,0,1
21000,25,2,1,1,1,0,1,3.8,6,1,1,1,0,0,0,0,1
21000,35,1,1,1,1,0,1,4.5,839,1,1,0,0,1,0,0,1
21000,35,1,1,1,1,0,1,4.6,5,1,1,0,0,1,0,0,1
21000,33,1,1,1,1,0,1,4.4,297,1,0,1,0,1,0,0,1
21000,26,1,1,1,1,0,1,3.9,87,1,0,1,0,1,0,0,1
21000,26,2,1,1,1,0,0,4.2,19,1,0,1,1,1,0,0,1
21000,28,2,1,1,1,0,1,4,23,1,0,0,0,1,0,0,1
21000,34,2,1,1,1,0,0,4,23,1,1,1,1,1,0,0,1
21000,31,2,1,1,1,0,0,4.5,152,1,1,0,0,1,0,0,1
21000,34,1,1,1,1,0,1,4.3,66.5,1,1,0,1,1,0,0,1
21000,34,1,1,1,1,0,1,4.3,66.5,1,0,0,0,1,0,0,1
21000,31,1,1,1,1,0,0,4,23,1,0,0,0,0,0,0,1
21000,34,2,1,1,1,0,1,4,23,1,0,1,1,0,0,0,1
21000,35,1,1,1,1,0,1,4.2,85,1,0,1,1,0,0,0,1
21000,34,1,1,1,1,0,1,4.3,66.5,1,1,0,0,0,0,0,1
21000,27,1,1,1,1,0,0,4.2,85,1,0,1,1,0,0,0,1
21000,31,2,1,1,1,0,1,4.4,165,1,0,1,1,0,0,0,1
21000,32,2,1,1,1,0,1,3.9,87,1,0,0,0,0,0,0,1
21000,35,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
21000,35,2,1,1,1,0,0,5,6,1,0,1,0,1,0,0,1
21000,25,2,1,1,1,0,0,5,2,1,1,0,1,1,0,0,1
21000,28,2,1,1,1,0,0,4.3,66.5,1,0,0,0,1,0,0,1
21000,26,2,1,1,1,0,1,4.5,839,1,1,0,0,0,0,0,1
21000,35,1,1,1,1,0,0,4.3,66.5,1,0,0,1,0,0,0,1
21500,30,2,1,1,1,0,0,4.7,185,1,0,1,1,1,0,0,1
21500,30,1,1,1,1,0,0,4.3,66.5,1,1,1,0,0,0,0,1
21500,26,1,1,1,1,0,0,4.5,75,1,1,1,1,0,0,0,1
21500,32,1,1,1,1,0,0,4.7,185,1,0,0,0,0,0,0,1
21500,35,1,1,1,1,0,0,4.3,396,1,0,1,0,1,0,0,1
21500,26,1,1,1,1,0,0,4.6,12990,1,1,0,0,0,0,0,1
22000,25,2,1,1,1,0,0,4.3,66.5,1,0,1,0,1,0,0,1
22000,26,1,1,1,1,0,1,4.1,19,1,1,0,1,0,0,0,1
22000,31,2,1,1,1,0,0,5,6,1,1,1,1,1,0,0,1
22000,25,2,1,1,1,0,0,4.3,66.5,1,0,1,0,0,0,0,1
22000,25,1,1,1,1,0,1,4.3,66.5,1,0,1,0,1,0,0,1
22000,29,1,1,1,1,0,0,4,23,1,1,0,1,1,0,0,1
22000,32,2,1,1,1,0,0,4,23,1,0,0,0,0,0,0,1
22000,28,1,1,1,1,0,0,4.7,185,1,1,1,1,1,0,0,1
22000,32,1,1,1,1,0,1,3.9,10,1,0,1,1,1,0,0,1
22000,33,2,1,1,1,0,1,4.3,66.5,1,1,1,0,1,0,0,1
22000,28,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
