Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,Furnishing_Fully Furnished,Furnishing_Semi Furnished,Furnishing_Unfurnished,price_per_sqm,amenities_count,size_category_Large,size_category_Medium,size_category_Small,size_category_Studio,occupancy_demand_High Demand,occupancy_demand_Low Demand,occupancy_demand_Medium Demand
8500.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,472.22222222222223,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8500.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,531.25,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8640.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,411.42857142857144,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9000.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,562.5,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9000.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,600.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9000.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,4.6,12990.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,750.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9000.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,4.6,12990.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,450.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9000.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,360.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9500.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,380.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9500.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,431.8181818181818,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9500.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,633.3333333333334,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9500.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,730.7692307692307,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9500.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,4.4,87.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,678.5714285714286,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9800.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,426.0869565217391,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,714.2857142857143,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,714.2857142857143,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,4.2,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,454.54545454545456,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10000.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,833.3333333333334,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10000.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,72.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,476.1904761904762,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,4.2,85.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,588.2352941176471,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,85.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,454.54545454545456,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10000.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,4.3,127.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,714.2857142857143,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,19.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,526.3157894736842,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10000.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,4.3,66.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,588.2352941176471,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10500.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,4.3,66.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,437.5,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10500.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,4.5,36355.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,750.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11000.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,4.3,66.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,478.2608695652174,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11000.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,4.2,85.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,916.6666666666666,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11000.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,578.9473684210526,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11500.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,4.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,460.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11500.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,4.1,254.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,4.1,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,545.4545454545455,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,85.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,521.7391304347826,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,4.7,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12000.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,500.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12000.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,545.4545454545455,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,857.1428571428571,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12000.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,545.4545454545455,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,4.2,85.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,705.8823529411765,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,521.7391304347826,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12000.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0,4.7,21.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,545.4545454545455,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12000.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,857.1428571428571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,666.6666666666666,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12000.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,4.3,66.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,923.0769230769231,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12000.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,4.3,66.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,666.6666666666666,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12500.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,4.3,66.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,500.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12500.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,85.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,595.2380952380952,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13000.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,86.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,590.9090909090909,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,590.9090909090909,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13000.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0,3.7,107.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,481.48148148148147,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13000.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.3333333333333,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,29.0,1.0,1.0,1.0,1.0,0.0,0.0,4.4,265.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,448.2758620689655,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,27.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,481.48148148148147,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,4.2,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,541.6666666666666,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,4.2,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,650.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,4.6,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,541.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,3.9,63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,619.047619047619,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13000.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,520.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,650.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,4.2,85.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,433.3333333333333,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,127.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,541.6666666666666,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,29.0,0.0,1.0,1.0,1.0,0.0,1.0,4.3,66.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,448.2758620689655,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,4.3,192.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,590.9090909090909,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,4.3,66.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,650.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,541.6666666666666,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13000.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,3.9,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,541.6666666666666,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13000.0,27.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,481.48148148148147,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13000.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,619.047619047619,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13500.0,27.0,0.0,1.0,1.0,1.0,0.0,0.0,4.1,254.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13500.0,23.0,0.0,1.0,1.0,1.0,0.0,1.0,4.3,66.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,586.9565217391304,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13500.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,4.3,66.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,450.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13500.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,675.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13500.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,3.5,101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,450.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13500.0,29.0,1.0,1.0,1.0,1.0,0.0,1.0,4.3,66.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,465.51724137931035,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13500.0,27.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,500.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13500.0,28.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,88.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,482.14285714285717,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13500.0,27.0,1.0,1.0,1.0,1.0,0.0,1.0,4.2,85.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,500.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13500.0,27.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,500.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,4.2,85.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,466.6666666666667,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,27.0,0.0,1.0,1.0,1.0,0.0,0.0,4.6,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,518.5185185185185,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0,3.9,87.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,636.3636363636364,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14000.0,27.0,1.0,1.0,1.0,1.0,0.0,1.0,4.2,85.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,518.5185185185185,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,4.6,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14000.0,26.0,0.0,1.0,1.0,1.0,0.0,1.0,4.6,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,538.4615384615385,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,4.6,18.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,666.6666666666666,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14000.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,636.3636363636364,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14000.0,21.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,666.6666666666666,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14000.0,25.0,1.0,1.0,1.0,1.0,0.0,1.0,4.3,66.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,560.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,29.0,1.0,1.0,1.0,1.0,0.0,1.0,4.6,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,482.7586206896552,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,3.9,87.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,636.3636363636364,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14000.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,608.695652173913,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14000.0,27.0,0.0,1.0,1.0,1.0,0.0,0.0,4.3,66.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,518.5185185185185,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14000.0,28.0,0.0,1.0,1.0,1.0,0.0,1.0,4.6,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
